,text,topic
3306,@JedKendray @Richard_rail @TPExpressTrains @LNER I often have to post a link of RTT showing said delays or cancellations - amount I've had declined from Thameslink is laughable,delays
15331,"@JedKendray @TLRailUK Didn’t feel like it...! When I eventually boarded, I couldn’t even move my hands or feet - took 3 minutes to try and get our coach door closed.",none
3307,@JemmaLayton @tlupdates @TLRailUK or prepaid / pre-completed 'delay repay' forms . . . i went from a seat on a train to barely getting on one when they suddenly cancelled my train at East Croydon! @CarolinePidgeon,delays
3308,@Jennife10651535 @TLRailUK Lucky if you get toilets on South Coast let alone trolley service 🙄,none
3309,@JerryMayword @TLRailUK @Schofe @kiapegg Jerry your being a little bit pathetic. A) your not the mask police. B) what reason would @kiapegg have to lie to you? C) some people are exempt from wearing masks due to conditions meaning they can't wear masks. Before you start a Twitter war make sure your facts are accurate,covid
15332,@Jezltfc @TLRailUK More comfortable than the seats. 😆,seats
3310,@JillySueD @TLRailUK Couldn't spot any numbers but it was coach 5 of 12 on the delayed 20:16 St Pancras to Peterborough,delays
15333,"@JimHemphill3 @Foreversideways @justinionn @50s_Kid @Sparkyxxx I can assure you my train service was better then than it is now. I worked in london in 70's travelled in every day and always got a seat, nothing could compare with the absolute nightmare we have had to endure under Govia Thameslink in the past 18 months 😒",service
3311,"@Jimmeroooo @GNRailUK Not all stations have toilets though. I would much rather see our trains have toilets, as the thameslink do. Especially on this line where its unpredictable at the best of times.",station
3312,@JingleBerry83 @Se_Railway @TLRailUK I was on the train that hit the person and we were stuck in the tunnel for about an hour. They kept making announcements but we couldn't hear them. No one knew what was happening. When we got to the next station no station staff were present to let people know anything either!,announcements
3313,"@JingleBerry83 @TLRailUK Apologies for the disruption Jen, unfortunately automatic announcements don't usually play at stations after 22:00 so as not to disturb local residents. There should be notices at the station showing that the line is blocked? https://t.co/tyVz0ctdZD ^PS",station
3314,"@JingleBerry83 @TLRailUK Unfortunately during incidents like this, cancellations can appear at short notice as we are waiting for updates from emergency services on site on when the line may be able to reopen. Apologies again for the disruption this evening ^PS",delays
3315,"@Jmasters1911 @TLRailUK I DO get it. But many people do not. You can choose where you work, but most people are too lazy to look for closer employment and thus think catching the train is somehow forced upon them. It's not, it's just the best option, even though it might be a rubbish choice.",none
3316,@JoannaArmstro18 Well if the new things are anything like the seats on them Thameslink thinks it'll be a no from me!,seats
3317,"@Joanne13Harding @Kittygoldie @DannyHackett @shanedgj @forwardnotback @DGSGovernment Yes, it's on the Thameslink. One train, no changes. Go for a @dirtyburger while you are there. Thank me later. It's okay.",none
3318,"@JoanneMcCartney Step in the right direction! But how many times has the southeastern franchise been delayed? These metro services should have been immediately transferred over to TfL. Also many other parts of the Thameslink network i.e Southern, should be considered.",delays
3319,"@JodieKirkland91 Apologies for the delay, Jodie. There was a fault on a Thameslink service, but trains are now moving ^AR",delays
3320,@JoeStevens0 Hi. It looks like it was only a minute delayed at Bickley and now passing Ravensbourne a minute late but please contact @TLRailUK and they will be able to help you further. :)^EC,delays
3321,@JoeW88 @TLRailUK Hey Joe - they never did start retrofitting in 2017. The second batch of trains came with tables. The first batch will never be retrofitted because it means taking trains out of service. This was confirmed by GTR.,none
3322,"@JoelTaylorhack @CalSleeper @TLRailUK Agreed, it appears to be in crisis right now. But I do think some hard questions need to be asked about some key suppliers, especially in context of delayed introduction of new fleets at Northern and TransPennine Express.",delays
3323,@JoffreyThoms @BBCPaulMoss @StPancrasInt @TLRailUK @nationalrailenq Will the new Politburo have to queue for toilet paper when it runs out?,toilets
3324,"@John04407982 @SouthernRailUK @TLRailUK @NetworkRailVIC @NetworkRailLBG Hi John, if you can delay your journey, we recommend it to keep people at stations safe - overcrowding can be a major problem on a night like this. We realise this has been an awful night for you.",delays
3325,"@John04407982 @SouthernRailUK @TLRailUK @NetworkRailVIC @NetworkRailLBG Hi John, if you can delay your journey, we recommend it to keep people at stations safe - overcrowding can be a major problem on a night like this. We realise this has been an awful night for you.",station
3326,"@JohnBurnsMorgan @belebenso @WickendenGraham @ianvisits @DrSextonGreen @CBGreenSteve @Greens4HS2 Well the previous WCML and Thameslink upgrades certainly *felt* like centuries with all the delays and reduced service for years, police having to attend the crowds at London Bridge and years with no weekend service on the WCML and inevitable Mon morning delays",delays
3327,@JohnLatchford @tonyberkeley1 Crossrail delays are part due to IPR protection by different contracting elements. Not many know that! I worked at executive level on HS1 & the Thameslink projects. We could not do without them today. HS2 will be the same. @PaulMBigland @RailLeaders @TLProgramme @StPancrasInt https://t.co/zUUKwlTBw8,delays
3328,"@JohnSmi82007670 Hi John. There certainly should be announcements where possible, though the Catford to Blackfriars trains are not run by us, I'm afraid; they are Thameslink. If you wish to make a formal complaint, please use this form: https://t.co/22TgfsQNcX. ^SA",train_general
3329,"@JohnSmi82007670 Hi John. There certainly should be announcements where possible, though the Catford to Blackfriars trains are not run by us, I'm afraid; they are Thameslink. If you wish to make a formal complaint, please use this form: https://t.co/22TgfsQNcX. ^SA",service
3330,"@John_Clegg_37 those cambridge-london-brighton thameslink trains are a complete and utter joke. to be avoided. could you build a more basic metal shell to transport people in discomfort? and no tables, no trays, not a single flat surface except the floor.",train_general
3331,@JohnnyChater @LNER And announcements saying Thameslink is the best route into London wouldn’t go amiss either....,none
3332,"@Johnstapleshere Hi John, as this is a Thameslink service, you will need to apply for delay repay through them. @TLRailUK - i've tagged them in so they can provide you with details on how to apply. ^RA",delays
3333,"@JonW_67 @TLRailUK Hi Jon, Jack has a bad back and can't carry your complain forward. On the side note, couldn't the station staff ask another member to help you? I bed the train u were on was already late so wouldn't have mattered if it waited a minute or 2 more. Children should always be priority",delays
3334,"@JonW_67 @TLRailUK Hi Jon, Jack has a bad back and can't carry your complain forward. On the side note, couldn't the station staff ask another member to help you? I bed the train u were on was already late so wouldn't have mattered if it waited a minute or 2 more. Children should always be priority",station
3335,"@JonW_67 @TLRailUK I resisted tweeting the follow up ""we are going very fast and it's very dark outside"" but I didn't want to actually worry them. Currently stuck at arlesey now with a broken door by the sounds of it. Driver trying to pull away but train resisting. Happy days",doors
3336,@JonW_67 @tlupdates @TLRailUK New temporary time table this time of year me thinks the drivers take extra time off for Christmas as we get less trains !!!,none
3337,@Jon_1_2_3 @tlupdates @TLRailUK £4??? And the rest.... he last couple of times I claimed delay repay I got £1.10 😡 Joke!!,delays
3338,@Jon_Restell @TLRailUK @MiPhealth MiP face masks coming soon?,covid
3339,"@JonathanAshby7 Hi Jonathan, apologies for the delay this evening. Unfortunately this train became caught behind a Thameslink service. ^BS",delays
3340,@Jonchang1984 @TLRailUK @chloemug I've missed two other trains I could have got on if you'd warned people this train was going to sit on a platform waiting for a driver.,delays
3341,"@Jonesing12 @anonswr Compare SWR dispatch (class 707 stock, guard dispatch) to Thameslink dispatch (DOO). It takes about thirty seconds from doors closed to driver taking power on SWR. On thameslink, this is less than 5 seconds on average. Very similar stock, its the guard that's the problem.",none
3342,@Jonnogreig @TLRailUK The disabled toilet will shut its self down and lock its self out of order once the retention tank is full or the water tank empties. Emptying and refilling only at carridge sidings,toilets
3343,@Jonnogreig @tlupdates @TLRailUK Driver hours! Anyone aware of this ever being used as a delay/cancellation reason? I suspect it is a very common event but reported as general faults or congestion instead.,delays
3344,@Jonoakman Good morning Jon. You're not able to book seat specific seat reservations on our Thameslink services ^D,none
3345,@Jonscoasting I’m betting those cities’ public transport systems are owned or controlled by their local authorities. Brighton Buses are part of Go Ahead which also co-owns Govia Thameslink. Which is why I feel laying frustrations at BHCC’s door isn’t really productive,none
3346,"@JordanH_Music @tlupdates @TLRailUK @EastMidRailway Jordan your best bet would be head to platform 1 and speak to station staff when you do get there, its unlikely Thameslink will ask EMR for a `hold' as that would delay further trains later and cause more delay costs / disruption",delays
3347,@JosephineCumbo @delayrepayagent @TLRailUK @BimAfolami @HPDCommuters Dangerously rammed? You could fit at least another 100 PAX on that platform.,station
3348,@JoshBabani @TLRailUK Same here. Can never access WiFi recently to let my wife know the train is delayed or cancelled,wifi
3349,"@JoshClaark Hi Josh, it looks as though you've been delayed due to a fault with a Thameslink service which you were diverted around. ^JW",delays
3350,"@JtrMurphy Unfortunately the 07:47 @TLRailUK service broke down at Chatham earlier, and the 07:55 was delayed by 5 minutes as the train was late from the depot. Sorry for the delay to your journey. ^RA",delays
3351,@JudithKingston I'm not convinced that multiple updates from the Thameslink Train to Luton and shots from the Travelodge window will have the same appeal.,none
3352,"@Juju0609w @TLRailUK Perhaps only leaving a 7 minute window to get a different train is a little naïve, Julie. How about you get up earlier, seeing as there are so many things which can cause a delay to a rail journey...",delays
3353,@Jula483 I'm still at London Bridge Station waiting for the Thameslink to Gatwick Airport too now. I'll miss you so much too ❤😢,none
3354,@JungleJimBob @TLRailUK @NetworkRailLBG Don’t forget delay repay. Claim the maximum possible,delays
3355,@JungleJimBob @TLRailUK @NetworkRailLBG Don’t forget delay repay. Claim the maximum possible,tickets/seat_reservations
3356,"@KAP03651990 The Thameslink services go via the North Kent line (Greenwich), and not via Lewisham junction. I would like to apologise for the delay to your journey. If you have been delayed by more than 30mins please apply for delay repay. ^KW",delays
3357,@KPressgirl @tlupdates @TLRailUK At least you found a power socket out with first class lol ... they seem to be well hidden!,plugs
3358,@KWCook57 @TLRailUK Finally moving. Automated announcement thanks us for travelling with them... 🙄,delays
3359,"@Kaede_77B @TLRailUK @SteveWhiteRail Oh piss off, at least have the on screen graphic line up wkth the kiosk graphics",service
3360,@Kaede_77B @TLRailUK Normal class 700 use on this service. Train was held up by another service at HHeath which was delayed in attaching due to passenger action. We will reduce splitting and joining in 2020 to improve performance. Happy New Year,delays
15334,"@KaeyiDream Please direct admonishment to @TLRailUK for changing the order of their trains coming into the platform less than 1 minute before arrival, with no announcements 🙄",station
3361,@Kallumml @TLRailUK As it said above the decision on what platform to use is down to NR. If they don’t tell the toc no announcements can be made.,station
3362,"@Kallumml @tlupdates @TLRailUK He will get off at the next available station and catch the next train. If staff are rude it threatening then you must report them, but if it’s loud harrying announcements that’s what they are paid to do.",none
3363,@KaneCheshire @TLRailUK You regularly wait in the tunnel for 16 minutes?? I doubt that very much. Sometimes there’s a delay whilst trains from Peterborough or Cambridge come out of the Canal Tunnels but you’ll find that this is usually factored into the timing for your journey.,delays
3364,"@KarenLDukes @TLRailUK I love the way the network updates just state bald facts. No hint of an apology unless I’m response to a complaint. Might be some consultation if delays were announced with, “Apologies to our customers travelling on... There is an approximate delay of... due to...”",delays
3365,@Karen_Taylor90 @TLRailUK Brake test.,none
3366,"@Karlinski73 @geofftech Headed up to my friend's in Ulverston via Manchester last month - they're on the Barrow route, so was nice to relax in one of those. The seats aren't quite Thameslink ironing board, but they are pretty firm.",seats
3367,"@KatTrimble Haha, think that's true & why they parked £12m worth of brand new Thameslink train at WWO which got duly enhanced with graffiti by pesky goatherders",vandalism
3368,"@KateHaywood2 In this instance, the 'operational incident' was an unexpected automatic brake application on a train which blocked the line for a while. Why @TLRailUK insist on maiing a mystery of it is beyond me.",brakes
3369,@KatherineLgeog Don't be fobbed off with Delay Repay by @TLRailUK which is merely a partial refund for a service paid for but not provided. You are entitled to claim for consequential loss under the Consumer Rights Act which you do through their Customer Services.,delays
3370,@Katielala @NetworkRailSE @Se_Railway @TLRailUK Still waiting...,delays
3371,@Katielala @NetworkRailSE @Se_Railway @TLRailUK Yeah hi - still waiting for the information you promised 3 days ago...,none
3372,"@Katielala I do apologise that you have a 5min delay. As your service calls at stations we don't normally serve, Eynsford and Shoreham (Kent) where the additional stops have been added, and the service disruption that Thameslink are encountering, we are assisting their passengers. ^KW",delays
3373,@KayeJFreeman @tlupdates @TLRailUK It's quite something when I miss the old southestern stock and the somewhat comfortable seats. The @TLRailUK train seats are horrendous on long commutes,train_general
15335,@KayeJFreeman @tlupdates @TLRailUK Welcome to 1850’s for uk rail..... Extraordinary to say the least. My personal fav is the 5 inches between seat in front. Need hyper flexible legs or no legs to get any comfort,seats
3374,@KayeJFreeman @tlupdates @TLRailUK You are lucky to get a seat at all.,none
3375,@KeaneJohn69 @EJWardNews @TLRailUK Actually on this side of this debate; however believe there are questions to be answered when these incidents occur and delays continue for extraordinary amount of time.,delays
3376,"@KeaneJohn69 @jonjgardner @TLRailUK Sorry, John, there should be screening on platforms, and there should be more protective measures put in place in other areas. As well as help and support. However, how does one know when it's a one under and when it is a TL messup.",station
3377,"@KeaneJohn69 @jonjgardner @TLRailUK Sorry, John, there should be screening on platforms, and there should be more protective measures put in place in other areas. As well as help and support. However, how does one know when it's a one under and when it is a TL messup.",service
3378,"@KeaneJohn69 @jonjgardner @TLRailUK The solution is screens, as they have in place on some of the Jubilee line. I imagine that would prevent a lot of suicides by trains.",none
3379,@KiloAlpha_1 Hi. I am sorry for the inconvenience. You may travel on a Thameslink service and change for the next available train. You may also claim Delay Repay compensation if you've been delayed by 15 minutes or more: https://t.co/wu5nVbP3HJ. ^SA,delays
3380,@KiloAlpha_1 Hi. I am sorry for the inconvenience. You may travel on a Thameslink service and change for the next available train. You may also claim Delay Repay compensation if you've been delayed by 15 minutes or more: https://t.co/wu5nVbP3HJ. ^SA,tickets/seat_reservations
3381,"@KiloAlpha_1 My apologies, this is due to a Thameslink service being delayed (reason under investigation) that is in front of your service. ^HH",delays
3382,@KittyRobinson @SouthernRailUK @TLRailUK Don’t worry Kitty you have to do your delay repay everyday xoxox,delays
3383,@LBC @NIAbbot Ask Thameslink - when it comes to delays and cancellations they are the experts by a mile!,delays
3384,@LDNOverground @TLRailUK No direct message to @LDNOverground no announcement on Platform 3 and a southern train stopped unannounced! Then the Thameslink Train magically appeared 1w minutes late,delays
3385,"@LDNOverground @TfL @GNRailUK #TLUpdates - The signalling issues are causing severe delays on both of the northbound lines in the Knebworth area (between Welwyn Garden City/Stevenage), which will affect southbound trains later. Network Rail remain on site looking to rectify. ℹ️👇 https://t.co/iYMraBkjSy",delays
3386,"@LDNOverground @TfL @GNRailUK @NetworkRailKGX #TLUpdates - Congestion through Knebworth is now starting to ease. However, delays are expected as our trains and crews are now out of place, and services run by other operators in the area are also delayed. 🎫 Ticket acceptance remains in place. ℹ️👇 https://t.co/iYMraBkjSy",delays
3387,"@LDNOverground @TfL @GNRailUK @NetworkRailKGX #TLUpdates - Services are now returning to normal following signalling issues through Knebworth this morning. Residual delays to services may still be experienced whilst we return to full working, so please check your journey before travel. ℹ️👇 https://t.co/iYMraBkjSy",delays
3388,"@LDNOverground @TfL @GNRailUK @NetworkRailKGX #TLUpdates - Services through Knebworth are now able to run through the area, however services will remain severely disrupted due to the congestion build up as a result of this. Services may still be cancelled or delayed by up to 60 minutes. ℹ️👇 https://t.co/iYMraBkjSy",delays
3389,@LEGDAYGaming i would die for a thameslink train running through King's Row with a departure board saying delayed,delays
3390,@LFCSandra @railimprover @tlupdates @allisonpearson @TLRailUK @EastMidRailway Trespass incident today causing delays and cancellations... ITs to be expected. Nothing could be done...,delays
15336,@LFCSandra @tlupdates @TLRailUK Don’t they have screens?,announcements
3391,@LJBelg @TLRailUK @nationalrailenq Yep. Southern train. Currently lots of seats!,none
3392,@LKMco @TLRailUK @goldie_oz Rubbish,none
3393,@LLA_Ltd @lutoncouncil @LDNLutonAirport Those seats look even worse than the ones on@TLRailUK trains. I didn't think this was possible but there it is.,seats
3394,@LNER @EMTrains @GNRailUK @TLRailUK Can you say something about when things will be moving? Currently over an hour from King’s X and about 40 minute delayed and NO INFORMATION!,delays
3395,@LNER @TLRailUK @greateranglia well what can I say I've got looked after on new years day Azuma to Stevenage 700 Thames link to Cambridge now the new Greater anglia to Ipswich thank u winner is @greateranglia as you have USB charger and others have plugs,train_general
15337,"@LNER @TLRailUK Brilliant, thanks guys! I guess it will be a quick change in the toilets after Doncaster across to Beverley 🤦🏽‍♀️",none
3396,@LNER @TLRailUK Ha joker of a train manager today on the 06:55 Stevenage to Leeds train “it’s slightly delayed - 8 minutes did he used to work for GTR?,delays
15338,"@LNER @TLRailUK Will do, I’ve asked them to jump on the 0928 at Stevenage to Doncaster. Fingers crossed @northernassist don’t have any delays and we get them here in time.",none
3397,@LNER @VirginTrains @CrossCountryUK @TPExpressTrains @GC_Rail @GTRailUK Understand there are problems but in addition to being delayed we have only one working toilet on the (brand new) train! Come on @LNER !,toilets
15339,"@LNER @thetramspotter The worst offenders are on the @TLRailUK Thameslink Core. Despite all of the ‘The Doors Will Open Automatically At The Next Stop’ announcements, they still mash the buttons as soon as Farringdon is in sight",none
3398,@LNER Any chance 1218 from PBO to York is waiting for delayed @TLRailUK service from STP?,delays
15340,"@LNER Azuma seats are like sitting on an ironing board, or at least what I’d imagine that would be! Hard, minimal cushioning and upright! May be ok for Thameslink trains, but I wouldn’t want to be travelling from KX to Aberdeen on one!",seats
3399,@LNER Hi I was due on the 9:08 from Peterborough to Kings Cross which I was told was delayed. They then told me to get on a thameslink train which was on platform 1 and assured me it was ok with my LNER ticket. Can you confirm that I will be ok and won’t be made to buy new ticket,delays
3400,"@LNER I only wish to say that your platform staff could easily have told the 1254 Thameslink service to King’s Cross to wait for a delayed LNER service, but clearly couldn’t be bothered. In the past I’ve experienced rudeness from staff at Peterborough as well.",delays
3401,"@LNER If I buy an advance tiket from stevenage to Leeds, and I miss it from a delay on a thameslink train, will I get put onto the next service?",delays
3402,@LNER I’m booked on the 11:56 train from Stevenage to Doncaster but my ThamesLink service has been delayed as I’m stuck on it behind a presumed broken down train as no information has been given out. Can I get on the next service?,delays
15342,@LNER That may be the case but the Azuma is so unreliable it’s getting difficult to make comparisons. Every morning without fail there is a list of excuses why Azuma is cancelled.The wonderful seat reservation system never works. Sat on a thameslink at pboro again as 7am cancelled.,service
15341,@LNER That may be the case but the Azuma is so unreliable it’s getting difficult to make comparisons. Every morning without fail there is a list of excuses why Azuma is cancelled.The wonderful seat reservation system never works. Sat on a thameslink at pboro again as 7am cancelled.,delays
15343,@LNER There was an announcement at kings cross at 11 for leeds/north headed passengers to get thameslink to peterborough then change. But can’t see onward services.,none
3403,@LNER We're nearly into Edinburgh and just wanted to check who we should submit the delay repay form to. The delay was on the @TLRailUK service but we booked through https://t.co/P7hqfL36Vy. Could you point us in the right direction? Thanks ☺️,delays
3406,"@LNER Yes, we are on it, but many people without seats whilst four first class carriages are virtually empty. Thameslink use these when they need to double up, why not LNER?",none
3405,"@LNER Yes, we are on it, but many people without seats whilst four first class carriages are virtually empty. Thameslink use these when they need to double up, why not LNER?",service
3404,"@LNER Yes, we are on it, but many people without seats whilst four first class carriages are virtually empty. Thameslink use these when they need to double up, why not LNER?",train_general
3407,@LNER hi folks. I’m booked on your 0833 KGX to Leeds but not going to make it as my @TLRailUK train from Brighton is delayed en route. Your 0903 is cancelled so can I get on your 0933 instead? To whom to I Delay Repay for the hour’s delay if so? Thank you https://t.co/LExDOB7VBp,delays
3408,@LNER hi there i bought a train ticker on your website in which the operator was @TLRailUK . The service was cancelled and therefore do I submit delay repay to LNER or thameslink? I appreciate the help!,delays
3409,"@LNER my train from to Newcastle to kings cross is delayed by 18 mins, will now miss last connecting Thameslink train home. What do I do?",delays
3410,@LNRailway @chilternrailway @EMTrains @GWRHelp @TLRailUK @SouthernRailUK @LDNOverground @TfLBusAlerts Any trains running to leighton buzzard?,train_general
15344,"@LNRailway @cmcgp I can’t understand how the service has gone so bad, why have the old trains from Thameslink been introduced when London Midland left us with nice trains with air con etc. Now most of my trains are old & dirty.",service
3411,@LNRailway @networkrail The fact that I’m sitting on one of the skanky old trains and the seat bottom is from the Thameslink service but seat back is now London Northwestern. Could you possibly make yourselves look any more of a joke!,train_general
15345,@LNRailway Pointless. Just say there’s no trains to and from London until Christmas. My wife is dragging my 9 year old out of bed to pick me up from Luton AP. Enjoying a seat and a train that’s on time. Go and speak to Thameslink on how to run a service.,delays
3412,"@LNRailway So, as it is very warm this week, why have got the heating running on the old Thameslink rolling stock?!",hvac
3413,@LNRailway Thank you for getting back to me I appreciate you are busy and your day is not going to get easier. However you missed my point I have young children to pick up. Delay repay is not an option in picking up my kids. Will LNW be arranging ticket expectance on Thameslink?,delays
3414,"@LNRailway The old Thameslink stock are awful. They are filthy, one of them even has a shattered window, they were clearly retired for a reason!!!",windows
3415,@LNRailway When does Delay Repay kick in? Been sat 20 minutes at Euston waiting for a conductor apparently. Further confirmation that they are entirely valueless as this e who use @TLRailUK know.,delays
3416,"@LNRailway Your service is a joke and a disgrace Every train is delayed!!! Giving up will start driving to @thameslink Station, its an embarrassment",delays
3418,@LNRailway a question for you. Why do i still have to commute on old Thameslink rolling stock? They constantly break down and cause delays on the line. PA doesn’t work...ever. Doors sound like they will fly off. Lease newer stock surely?!,doors
3417,@LNRailway a question for you. Why do i still have to commute on old Thameslink rolling stock? They constantly break down and cause delays on the line. PA doesn’t work...ever. Doors sound like they will fly off. Lease newer stock surely?!,announcements
3419,@LNRailway currently on route to Birmingham New Street excellent informative train driver and guard on the train 11.08 from Leighton Buzzard. Thameslink should take note.,none
3420,"@LNRailway given the extra disruption, do you have ticket acceptance in place with Thameslink? I'm going to travel into London from Harlington station instead of Leighton Buzzard.",tickets/seat_reservations
3421,"@LNRailway what is happening? Every night massive delays, crowded or cancelled trains. Seems your service has dropped off a cliff. I moved from @TLRailUK to avoid this crap. DelayRepay is a joke. Not even close to repaying my time",delays
3422,@LWalsham @delayrepaygenie @TLRailUK I know how you feel West Anglia line run by @Abellio_UK performance is dire but at least a major part of disruption your experiencing / on your line is due to upgrades which eventually will pay dividends & you’ll get a better service no such hope on WA 😩 https://t.co/ohUVxBiuDr,delays
3423,@LWalsham @tlupdates @TLRailUK @SouthernRailUK @delayrepaygenie Leanne #ItsNotGoodEnough YOU👇 1. Download 📲 the free #GrumpNow app 2. Enter your 🚆 journey 3. Select a complaint and impact 4. Anonymously 👤 submit your #Grump WE👇 5. Post results on social media 📈📊📉 TOGETHER👇 6. Expose poor train travel 💪 #HaveAVoice https://t.co/1cZtunWXSc,delays
3424,@LWalsham @tlupdates @TLRailUK @SouthernRailUK @delayrepaygenie 👍 Glad you like it. Happy #Grumping!,delays
3425,@LaceyWaters @TLRailUK It’s common courtesy and some people appreciate an acknowledgment of a delay from the driver. People quickly moan when there’s no announcements at all.,delays
3426,@LaceyWaters @TLRailUK It’s common courtesy and some people appreciate an acknowledgment of a delay from the driver. People quickly moan when there’s no announcements at all.,none
3427,@LadyLavish @TLRailUK @Ellen30668723 I genuinely avoid Thames Link where possible because of the lack of tables.,tables
3428,"@LambrettaGT205 @CoyModemKnight @TLRailUK @Se_Railway So this is a TL from Rainham to Luton, gets a driver switch at 0715 at DFD. Any idea where that relief comes from so I can watch then inbound to see if mine is going to be delayed? 😃",delays
3429,@LambrettaGT205 @Danny_Kyle @TLRailUK Don't they have people to assist with shitting the doors there when they use those platforms,station
3430,@LambrettaGT205 @Irr_Orbit @tlupdates @TLRailUK ...or seat padding or leg room in airline configuration!,seats
3431,"@LambrettaGT205 @TLRailUK @EastmanMark The Class 700s are fitted with Selected Door Opening. Where the platforms are only 8 cars long just lock out the doors on the rear 4 cars. Or even better, hive off the Wimbledon & Catford routes to London Overground & use LOROL stock on those routes instead.",none
3432,@LambrettaGT205 @TLRailUK @Haleypest No tables on Class 700 trains unless in first class - that is the design 😙,tables
3433,"@LambrettaGT205 @TLRailUK I do understand when the reason is to not effect the daily service. But as there was no service during the day, why did they start to work overnight with a crazy noise level?",service
3434,"@LambrettaGT205 @TLRailUK I do understand when the reason is to not effect the daily service. But as there was no service during the day, why did they start to work overnight with a crazy noise level?",none
3435,"@LambrettaGT205 @TLRailUK Only open the front 7 car doors, as done already for shorter platforms, and has been done for Southern 12 car trains on other routes? Certainly a query raised by @TransportFocus in the past, so not just me moaning.",none
3436,@LambrettaGT205 @TLRailUK Such a shame they aren’t fit for purpose. Not sure I’ve seen anyone fit the seats or sit/stand in any comfort! I could have a new luxury car for what I pay for a train journey and no seat guarantee 🙈,seats
3437,@LambrettaGT205 @TLRailUK Thanks. It wasn’t till later that I found out the timetable had changed. Didn’t get notified of it. No reminder announcements on the station.,delays
3438,@LambrettaGT205 @TLRailUK That’s not fair for older people - plus Wi-Fi is pretty patchy.,wifi
3439,@LambrettaGT205 @ccf_cricklewood @nw2coffee @TLRailUK @13milepost Residents would love to get involved in a community clean along the Black Path! There is so much rubbish and overgrown vegetation. There are also issues with unsafe walls and fences along the path.,station
3440,"@LambrettaGT205 @seanr1969 @TLRailUK @Haleypest Hmmm correct me if I’m wrong but 700’s only come in 8 or 12 car units so “carriages” can’t be split for maintenance 🤔 earlier units - no tables, newer units - tables ! I’m sure the earlier units will be upgraded to include tables in due course !",tables
3441,"@LambrettaGT205 @tlupdates @Se_Railway @TLRailUK @NetworkRailSE Thats also one of the reasons for the delay, the massive escalator cutouts reduce the platform to depth to around the same as Victoria tube platform, which in full commuter time increases the time for all passengers to alight. I've witnessed this on many occasions.",delays
15347,@LambrettaGT205 @tlupdates @TLRailUK @networkrail @southern So the green southern trains aren’t part of this time table change? Funny as they seem to still be operating,service
3442,"@LambrettaGT205 @tlupdates @TLRailUK @timrobwalker A thousand and one things ""could"" have happened, but there's no reason whatsoever why 'planned' engineering works should cause delays, which is what was claimed.",delays
3443,@LambrettaGT205 @tlupdates @TLRailUK Fair enough - my punishment should be a delayed journey home tonight. Any chance you guys could organise? oh wait - no need @TLRailUK have come good.,delays
3444,"@LambrettaGT205 @tlupdates @ccf_cricklewood @nw2coffee @TLRailUK @13milepost Can walls & fences be fixed? Wall near Thameslink is unsafe & needs to be rebuilt. Some fences look like they are about to fall over. Lots of people use path every day, so fixing these things would make big difference! Maybe locals could paint murals to discourage graffiti?",station
3445,"@Landezana @TLRailUK @Se_Railway @southeastern Whilst at it, we should also remind passengers to wash their hands after wiping their arse if taking a shit in a train toilet. We can see you inside the toilets, you know...",vandalism
3446,"@Landezana @TLRailUK @Se_Railway @southeastern Whilst at it, we should also remind passengers to wash their hands after wiping their arse if taking a shit in a train toilet. We can see you inside the toilets, you know...",toilets
3447,"@LaraLipsey @tlupdates @TLRailUK They’ve obviously cranked the heating up because of all the complaints that it was too cold. Just keep the carriages cool. If you’re cold, put another layer on.",hvac
3448,"@LauraFHarding @TLRailUK TL/GN trains don't have conductors. Drivers do some announcements (if they have been given info and it can be done safely). Revenue protection staff may also be on train, but won't necessarily be aware of specific changes.",none
3449,"@Laura__Fox That leaves you with a maximum seated capacity of just over 50,000 if you optimise for seats, or 63,144 if you optimise for maximum capacity (Greater Anglia Class 720 10 car used for seats, Thameslink Class 700 12 car used for standing)",none
3450,"@LaurenC411 @TLRailUK Lauren, the industry rules changed today following a government announcement. Admin fees no longer apply on refunds.",delays
3451,"@LaurenC411 @tlupdates @TLRailUK As I’ve said often enough on this feed, Auto Delay Repay has not worked properly since the 2018 timetable fiasco. We were told that by GTR. File a manual claim to ensure you get what you are owed.",delays
3452,"@LaurenceElsdon @Chris_w86 @TLRailUK door issues. a switch off and on again seems to have fixed it. well, we have moved 6 inches and stopped",doors
3453,"@LaurenceSly @TLRailUK As the C700's are walk through (i.e. no inter carriage doors) it's to respond to the air pressure difference, especially when entering tunnels",train_general
3454,@Lawford62 This very same iPod is picking up the crappy Thameslink WiFi on my inevitably delayed train while my phone isn’t 🤔,wifi
3455,"@LeShuttle what kind of circus are you running today? Suddenly changed your name to Thameslink? Only 1 hour 20 min delay after being told nothing of value whilst on 1st train, then removed onto another train which is also defect. Complete shower!",delays
3456,"@LeachLorna @TLRailUK Not yet.... on a connecting service to Haywards Heath, which is running approx 60 minutes behind schedule. At least the driver is making announcements that make sense!",delays
3457,@LeeDMcBride @networkrail @SouthernRailUK @TLRailUK Try it at the moment there are massive delays due to a car crash which has brought the road system to a complete halt.,delays
