,text,topic
9516,@TLRailUK trains to Harlington long delays. Can we use first class seats at the front this journey?,delays
14301,Why the sudden lack of tables on the London trains @TLRailUK And @greateranglia 🤔 nowhere to put a laptop or breakfast! Instead having to balance it all on my lap 😮 #train #travel #commuter #commuterwoes #notables,tables
14651,"⚠️ #TLUpdates - Further delays and alterations are expected between Elephant & Castle & London Blackfriars following an earlier broken down train in the area. ℹ️ Services are on the move, however residual delays are expected due to congestion caused 👇 https://t.co/iYMraBkjSy",delays
16430,Govia Thameslink @TLRailUK fined £1m over Gatwick Express window death https://t.co/GmnjgUJWMf,none
7849,@TLRailUK Where are you supposed to put your feet? Huge piece of trunking in the way #thameslink trains. Seat spacing also too short. https://t.co/kXqCkCUMAv,train_general
14528,⚠️ #TLUpdates - A train is currently blocking platform 3 at Kentish Town station. We are able to work around this however services might be delayed while this platform is out of use. ℹ️Service info and live departures 👇https://t.co/O98NVxtDIr,delays
637,#TravelAlert: U.K.: There are delays occurring to Thameslink services between between Cricklewood and West Hampstead. We advise travellers journeying to #Gatwick and #Luton Airports by rail to confirm their service before departing for the station.,delays
681,(Thameslink Update)  06:33 Orpington to Luton due 08:20 - 06:33 Orpington to Luton due 08:20 has been delayed at Mill Hill Broadway and is now 4 minutes late.,delays
7461,"@TLRailUK That's lovely but when will #Luton become accessible with lifts, have roofs that don't leak, stairs that are even and safe to walk down, windows that aren't smashed, toilets not from the 19th century. Lighting that covers the station, replaced panels on carpark. #fixourstation",station
7641,@TLRailUK This train is now getting further delayed as it crawls towards Gatwick. Why? Why are you incapable of getting trains to run to schedule? @tlupdates,delays
6459,@TLRailUK Is he investigating the graffiti on that unit? 😂,vandalism
14478,⁦@TLRailUK⁩ ⁦@SouthernRailUK⁩ are you just unable to run any trains this week? Driver has said nothing and no idea why we are being delayed. https://t.co/W2JIRGbuZl,delays
1960,1526 Thameslink train to Horsham: Delayed - plat 1 1556 Thameslink train to Horsham: Delayed - plat 1 1604 Thameslink train to Peterborough: On time - plat 2 1626 Thameslink train to Horsham: On time - plat 1 1634 Thameslink train to Peterborough: On time - plat 2,delays
13052,RT SussexIncidents: Possible delays on all services between #ThreeBridges and #HaywardsHeath trains have to run at reduced speed on all Brighton bound lines due to a speed restriction over defective track. #SNUpdates #TLUpdates SussexTW SylvMelB https://t.co/eMAncH186Y,delays
4836,@TLRailUK @LDNLutonAirport Many thanks...! Will tell Berty to “sit” and “wait” with a ticket agent at Luton Airport Parkway 😂😂 what could go wrong....!!! https://t.co/iyCfSlO2Dr,delays
8556,@TLRailUK getting ready for the new timetable I see. 18:06 CTK➡️HHE starts off 3 minutes late then goes to delayed and is now running 15 minutes as of 18:16. Happy Friday.,delays
6396,"@TLRailUK I'm on train to Cambridge, left Hitchen 16:38, undercarriage in coach 2 under toilet making a racket... And what a mess, you no time to clean?? Considering what we pay for our ticket this is not good enough... And don't give me the busy time excuse, same every year... https://t.co/fEqmyHIknJ",vandalism
12815,My Thameslink train from Blackfriars has been eerily quiet with lots of spare seats last 2 days. Surely nothing to do with the #Covid_19 fears?,covid
8222,@TLRailUK any news on 1156 from st Pancras? No announcements.,delays
317,"#TLUpdates - Late notice alterations to services may also be made, so please continue to check journey planners before you travel. If you are at a station, please check customer information boards and listen to station announcements. Full details ℹ️👇 https://t.co/iYMraBkjSy",delays
12705,Lol at the elderly gammon who just got on the last coach of this Thameslink train and when finding it full announced to the carriage he knew some of us would not have first class tickets and could we move for him. Wanker.,none
9612,@TLRailUK what happened to the 806 from Harpenden? Ran straight through without stopping. No announcement!,station
2415,2149 Thameslink train to Brighton: Delayed - plat 1 2040 EMR train to Nottingham: expected 2153 - plat 4 2126 EMR train to St Pancras: expected 2159 - plat 2 2205 Thameslink train to Gatwick Airport: Cancelled 2208 West Midlands Trains service to Bletchley: Cancelled,delays
15612,@TLRailUK First class carriage (front) on the 18.07 Farringdon - Rainham service; someone has left their food everywhere (pasta on the seats) and no-one can sit down! It’s disgusting. Carriage number is 412056.,vandalism
10044,@TLRailUK your signs on your doors say let others off the train first before boarding apprently that doesn't apply to staff......Staff just pushed past on a terminating train at St. Albans hello Social distancing???,none
10253,@UnleashTheFunk Ok so you can do this via post Freepost SOUTHERN Govia Thameslink Railway Unit 16 Coalfield Way Ashby-De-La-Zouch LE65 1JT or you could wait an hour or so and try again. ^Zoe,delays
7839,@TLRailUK When will Oyster will be coming to St Albans City? It was announced that it'd be rolling out at some point later this year but there's been no info since then!,service
14717,⚠️ #TLUpdates - Services between Welwyn Garden City and Stevenage may still be delayed by up to 15 mins as we recover service following an earlier fault on a train ℹ️ Service updates & live departures 👇 https://t.co/o2rzNsw7vn,delays
5779,"@TLRailUK Given it seems to have been not a major delay, why was the 16:42 from StPancras taken out of service? Was told to go to London Bridge - where train cancelled only for you to say there is no problem now. This is incredibly frustrating.",delays
4063,@Se_Railway @nationalrailenq Same shit different day really. If the early running of the freight train isn’t working out then run it earlier 🤣🤣 it’s ridiculous. You may as well change the 08:39 time to 08:45. Oh but that clashes and delays the 08:45 Thameslink. Sort it out 🙄🙄 we pay enough !!!!!!!!,delays
8320,@TLRailUK can I get delayed 8.23 from Peterborough on Off Peak ticket (was planning 8.56),delays
11512,@vegan_yoga_han @gerrybuk @tlupdates @TLRailUK And ironically the delay repay site doesn't work either. Can you be any more useless. https://t.co/cfsBOyNBa1,delays
14838,⚠️ #TLUpdates- Following failure of the electricity supply between St Albans City and Bedford all lines have now reopened. Train services running through these stations will be cancelled or delayed by up to 60 minutes.,delays
11758,"As well as the fact that electrification of the Bolton & Blackpool lines were delayed, and then they were only given second hand ex Thameslink Class 319 trains to operate these newly electrified lines, which have proved unreliable after decades of service in London",delays
11474,"@tlrailuk... a whole bunch of toilets not working on your service from London Bridge to Brighton. Just past HH, if that helps for timing. Also, no toilet paper and smells atrocious!!",toilets
572,#TLUpdates- Due to failure of the electricity supply between Alexandra Palace and Welwyn Garden City: Services running through these stations may be cancelled or delayed. ℹ️ More information to follow.,delays
12411,"Honestly @TLRailUK - your service this week has been rather rubbish for commuting. Today is absolutely taking the mick, huge delays and cancellations left right and centre. Are you freaking kidding us?",delays
16114,@TLRailUK why is your WiFi on Brighton to London trains so useless? 9 times out of 10 it doesn’t work. Please could you do something to improve it,wifi
11684,Another #thameslink cancellation. That’s delayed journeys four days in a row 😡,delays
12802,Morning @TLRailUK. The platform change of the 08.39 Elstree to Rainham was not announced to the whole of platform 1. Loads of people have just missed it 😒,station
5941,@TLRailUK Hi any idea where only one set of toilets are in use on the 12 car 1852 service from London Blackfriars?,toilets
5802,@TLRailUK Graffiti on windows carriage 401016 https://t.co/Bz7aBHeVCi,vandalism
7184,@TLRailUK Sorry but 3 fast trains went straight through the station now. Waiting 40 mins. Signaling doesn't mean they can't stop?,delays
14454,would kill to have some thameslink style air conditioning rn,air conditioning
13201,"Slow hand clap here. Train is delayed because of a late running freight train. Lads, you've had all night. #ThamesLink",delays
10462,@callumLtfc @tlupdates @TLRailUK Because it’s better to have a train with graffiti than leave people without a service. @TLRailUK can’t be chastised for some idiots’ behaviour!,vandalism
10363,@andrewdavidlong @GNMetroUsers @DirectorSERG Ah yes it was SWR class 700 I’d seen on Wikipedia and thought ooh cool red seats and we’ve got blue seats on Thameslink class 700’s😊,train_general
2282,1941 Thameslink train to Peterborough: On time - plat 1 1948 Thameslink train to Horsham: On time - plat 4 1958 Great Northern train to Peterborough: Delayed - plat 1 2004 Great Northern train to London Kings Cross: On time - plat 4,delays
5339,@TLRailUK Aiming ... like chucking a hot dog up a toilet roll tube #watchthisspace,none
10983,"@louisemorse123 Services are disrupted by a failure of the electricity supply in the City Thameslink area but services should be back on the move shortly, albeit with delays. To claim for any delays of 15 minutes or more 👉 https://t.co/wlUlpY4Ihx ^Alex.S ^Alex.S",delays
13900,The driver of the 17:05 (delayed) from St Pancras - Gatwick is a credit to your company. @TLRailUK Keeping us all updated and in good spirits unlike chaotic station staff.,delays
16714,"Sorry, but this is fucking bonkers. Don't stick your head out of a moving train. Did the Young Ones teach us nothing? Govia Thameslink fined £1m over passenger killed leaning out of window https://t.co/Ui85Knfvn6",none
4119,"@Se_Railway still shit for meday to london via @Se_Railway and @TLRailUK longer journeys, more money, less seats more delays. still only 2 trains an hour. a year of this farce and no change in timetable",delays
8600,@TLRailUK have you got the excuses ready for tomorrow’s post-1600 delays.... keep up the good work lads,delays
16680,Ready for @TLRailUK Rail Replacement tomorrow Our fantastic @VolvoBusUK MCV eVoRa Volvo B8RLE Comfortable ✅ Smooth & Silent Euro 6 Engine ✅ Free WiFi & USB ✅ https://t.co/C0QTksTWJc,train_general
8558,"@TLRailUK given all trains to Bedford are delayed with no ETA, why aren’t you running Luton trains further north? How do I get beyond Luton this evening?",delays
12926,Now @TLRailUK are just making it up. How can this train that left on time be delayed by a train earlier today? Is the train still sitting on the tracks between Huntingdon and St Neots? Contemptible. https://t.co/1IcPZs3mFQ,delays
7834,@TLRailUK When do you expect to introduce wifi over all your trains? Most slow trains southbound from Borehamwood have none. Thanks.,none
13622,Thameslink update: 11:54 Cambridge to Brighton due 14:19 is being delayed between Cambridge and Royston. Download the Train Beacon iOS app today https://t.co/HH7mCmEhnH,delays
4258,@SouthernRailUK @TLRailUK you are runining my day with your pesky delays,delays
12742,"Major train delays into London as upgrade works hit Southern, Thameslink and ... https://t.co/hCrJ171Tv9 +1 LondonBot #London #UK",delays
1488,.@TLRailUK Announcement “This train will be waiting here for the foreseeable future” 😱,delays
347,"#TLUpdates - Our colleagues at Network Rail have advised us of a fault with the signalling system at Gravesend. The line towards Rainham is currently disrupted. Services will be delayed or terminated at, then started back from Gillingham ℹ️ More info 👇 https://t.co/iYMraBkjSy",delays
8973,@TLRailUK love paying £40 for a ticket and not even getting a seat. Everytime. Sort it out!,none
4066,"@Se_Railway Another rejected delay claim for the 6.42am Knockholt to 7.21am Denmark Hill because ""it's another train operator"". Please PLEASE recognise your own trains. How to resolve? This always happens. Stop saying it's @TLRailUK . All 3 trains are yours. What to do?",delays
12025,Enforcement officers claiming that there are signs at stations and announcements on trains are false claims. Neither at Denmark Hill where we boarded or St. Mary Cray where others boarded. And not on the @TLRailUK train we were on. I have travelled from London Gatwick,service
3568,"@MrSSRat Yeah a Thameslink service was pathed ahead, and this stops at Gravesend and Higham so your High Speed will have to wait slightly behind thius, apologies ^CC",delays
12398,Hi @networkrail I thought Toilets at all your stations were Free? Blackfriars still charging 30p & Change machine is out of order @TLRailUK https://t.co/7fyEBKxJTx,station
12364,Hi @TLRailUK it would be helpful if you actually announced trains are cancelled rather than saying 'due' then disappear off screen. If I'd known I wouldn't have waited like a melon for ages and got a bus instead.,station
11986,Don't bother travelling on Thameslink trains today. Severe delays!,delays
14724,"⚠️ #TLUpdates - Services may still be cancelled or delayed by up to 10 mins following an earlier broken down train between St Pancras & Blackfriars 🎫 @GNRailUK also accepting tickets between Kings Cross, Moorgate & Stevenage ℹ️ More info👇 https://t.co/VtPurXtxDp",delays
929,(Thameslink Update) 07:49 Sutton Surrey to St Albans City due 09:21 - 07:49 Sutton Surrey to St Albans City due 09:21 has been delayed at Sutton Surrey and is now 5 minutes late.,delays
1621,0744 Thameslink train to Peterborough: expected 0750 - plat 4 0747 Thameslink train to Horsham: expected 0750 - plat 1 0751 Great Northern train to London Kings Cross: expected 0754 - plat 2 0755 LNER train to Leeds: Delayed - plat 3,delays
4301,@SouthernRailUK thought you were cancelling Gatwick Express services to alleviate congestion? Then why has an empty red train been put in front of our already delayed thameslink train from Gatwick? Useless!!,delays
5063,"@TLRailUK @TLRailUK hope you will be working on improving information and coordination. If doors of the train were opened, we all could have taken the 8.22...",service
11855,Chaos at City Thameslink with delays galour. No staff and the automated announcement contradicting itself constantly. Sort it out @TLRailUK #railfail,station
16351,BBC News - Govia Thameslink fined £1m over Gatwick Express window death https://t.co/Kqx1C8lNPQ,none
4255,@SouthernRailUK @TLRailUK the 6:03 from lb is already 5 mins late. Can you confirm why as the obs or driver hasn’t said a thing. I hope you address the constant delays to this train in your updated December time tables.,delays
16716,"St Pancras wi-fi is fantastic. Really strong connection. There’s no internet at the other end, so it’s of no practical use - you certainly couldn’t tweet about your delayed train - but the wi-fi itself is wonderful. Thanks #thameslink",station
16891,@Se_Railway Network South East had best livery as it was easily recognisable. Even upto recently on the Northen City line some of the livery was still around. I do miss a slam door train. Proper seats 💺 and not ironing boards like on @TLRailUK,seats
12183,"Gouvia Thameslink cancelled the 16:11 from Leagrave, Harlington and Flitwick yet again. Everyday it is the same. A generic announcement apologising for any inconvenience is not the service we require.",delays
9318,@TLRailUK struggling to get a train home from Blackfriars to Borehamwood and obviously there’s no station announcers. What’s the issue?,station
10435,"@brighton_line @SouthernRailUK @TLRailUK Any idea when passengers will actually SEE these improvements? It's been months of disrupted weekends and now a whole week? Man alive, I expect never to be delayed anywhere on this route ever again - and all while fares go up and up. #shameful.",delays
7527,"@TLRailUK The doors did not open. He clearly came in too fast and you could hear and smell the brakes like they were smoking. It came to a halt with most of the train beyond the platform, paused 5 seconds, no doors open, then went",service
14345,Yes I know it's a first world problem @TLRailUK but you seriously need to get those plug sockets. You're quite a few years behind the more forward thinking rail companies. You've got to keep up with the times.,plugs
8058,@TLRailUK You need to improve the PA system at Farringdon so that it can be heard above ambient noise - we don’t only need to know the destinations - we need to know the interim stations if we can’t see the time boards.,announcements
1076,(Thameslink Update) 11:48 Luton to Rainham Kent due 14:11 - 11:48 Luton to Rainham Kent due 14:11 has been delayed at Maze Hill and is now 7 minutes late.,delays
16533,Hey @TLRailUK can you explain why this ‘fast’ train at ELS will not open its doors and let us on? When every single train after it is delayed??? How does that make sense? It’s been here 7mins now!!!!! Not going very fast!!!! https://t.co/EkWOsxh6At,service
6402,@TLRailUK I'm waiting for my at Stevenage but it has been delayed. Do you have an update please?,delays
14462,“A shortage of train crew” is the reason for my 20+ minute delay! Utter useless fuckwits! How the government hasn’t booted them off is just a farce! What the **** does #ChrisGrayling and the gang actually do?! #London #Blackfriars #Farringdon #Thameslink #SouthernRail https://t.co/AFodousDN1,delays
7924,@TLRailUK Why northbound Bedford trains running so slow? NO announcements from driver!?,service
12666,"Just got a #Thameslink train at London Bridge announced repeatedly as going to Bedford. It was, of course, going to Peterborough. Normality for Govia Thameslink erm I mean Thameshit...",station
199,#TLUpdates - Due to a points failure at London Bridge the line towards London Bridge is disrupted. Train services running to and from this station may be cancelled or delayed. ℹ️ More info below 👇 https://t.co/tEkMcASrXB,delays
12075,"Fed up with connecting to Thameslink Wi-fi and then it just not working. Sorry Thameslink, I have to let you go, it’s been emotional... @TLRailUK https://t.co/o9LvxuVfDz",wifi
9577,@TLRailUK well I’ve never experienced that before. Train terminated at Blackfriars and the driver didn’t bother to open the doors. At all. Had to walk the length of the trails and exit via the door the cleaner had opened. Disgraceful,doors
5220,"@TLRailUK @networkrail @NetworkRailLBG Rubbish graffiti on the train, rubbish graffiti all over the approach to Blackfriars. Nice.",vandalism
15782,"@TLRailUK Okay, just thought I ask as train cis and platform cis were displaying two different destinations and pa announcements weren’t clear :(",service
14007,"To help @GTRailUK support #socialdistancing measures across their stations, Paragon ID has provided installation services for hundreds of floor vinyls. Contact us if you need any stickers, posters or other social distancing aids https://t.co/moeHIGGFgX #safetravels https://t.co/55jf1U6Kks",covid
8426,"@TLRailUK could you please confirm the first super off-peak from CTK to LUT? On the app it looks like it’s the 18:51, one member of station staff told me it’s the 18:59, another that I have to wait until after 7pm. Who is correct, please?!",delays
7319,@TLRailUK Thank you. The driver has now made an announcement on the tannoy to confirm.,service
8927,@TLRailUK just got on delayed 0754 from Cambs to Three Bridges. Just as train leaving announced not stopping Hitchin but left no time for me to get off!!! now stuck on until Finsbury Park.. totally unacceptable!!!,service
333,"#TLUpdates - Network Rail have confirmed a signalling fault in the Knebworth area, this means that services running through the area will be delayed as they will be running at a reduced speed. 👷‍♂️👷‍♀️ Network Rail engineers are on site working hard to fix the issue.",delays
3986,@Sarah99Linc If @TLRailUk refuse to meet their Delay Repay obligations go to the Ombudsman: https://t.co/vA7Ps9ZoIa,delays
2573,@AdiGazelle @tlupdates @TLRailUK Bet the signaller forgot to set the route for it in time. Or was making a coffee/toilet break/doing soduko...,none
8776,@TLRailUK how did you manage to cancel the 1304 Three Bridges to Bedford service when 3trains are waiting in the depot? https://t.co/X6IIiKRU9U,delays
1684,0904 Thameslink train to Peterborough: Cancelled 0927 Thameslink train to Horsham: On time - plat 1 0934 Thameslink train to Peterborough: Delayed - plat 2 0956 Thameslink train to Horsham: On time - plat 1 1004 Thameslink train to Peterborough: expected 1017 - plat 2,delays
10269,"@WattsDominic @swtrains_watch @wimbledonmac @RMTunion @BWTUC @SayNotoDOO1 @GMBSouthern @Jo_Earlsfield RMT give other unions a bad name. Even aslef and TSSA have started to realise that.The RMT live on using the thin end of the wedge argument to scaremonger and mislead the public. All complete rubbish. Is Thameslink less safe DOO ... simple answer is no, regardless of RMT lies",none
15452,@Spencer_Group @TLRailUK @networkrail @greateranglia again destroying residents’ ability to work with incredible noise at the unlawful train wash work at Cambridge. Turn sound on to hear our “good neighbours” @dave4labour @Cambslive @BenHattonJourno @camcitco @MillRoadBridges https://t.co/nDl4YIwVQU,none
4629,@TLRailUK 5:06pm Blackfriars to Hackbridge for 5:40pm decided to re route and go via Wimbledon at Streatham. Why? Added about half hour to my journey. I've put my kids to bed just once this week due to delays. Not on.,delays
2719,@BlackheathSally @GrumpNow @Se_Railway @TLRailUK @RailFailUK @sirchebs30 @StanleyKroenke1 Same shit today it really is beyond a joke ... delayed to work delayed home and we have the privilege to Pay More for this crap!!!,delays
15994,@TLRailUK is the rear first class carriage still declassified from London- Brighton? I’m on 16.50 from STP to Brighton and screens are showing the carriage is for 1st class only,none
1505,.@TLRailUK conflicting info everywhere and no announcements on train. Can you let me know where the 17:09 from Farringdon to Gatwick airport is actually stopping? And perhaps ask the driver to update passengers?,service
2527,"@125_RailwayInfo @railadvent @ConductorBlake DOO Thameslink very often don't even announce why they are stuck at a red signal, when London Underground announce delays within one minute.",delays
4619,"@TLRailUK 404122, part of the 0926 Farringdon - Cambridge service today; the air con aboard the unit is making a loud, irritating whistling noise. Thought you ought to know.",noise
11941,"Delays happen, especially when there’s bad weather. But when you rely on them for your commute to work it doesn’t buy the providers much sympathy. But this morning @TLRailUK staff were stood at Blackfriars station handing out these and apologising for recent delays. #cx https://t.co/MyxqDQBKck",delays
16280,@sirebel @TLRailUK It is amazing how often the real reason for the delay doesn’t match up with what the announcements say...,delays
16320,Another tweet from the train floor. Can’t wait to nationalise you @TLRailUK! 🚂,none
2660,@AvgeekDan Next announcement will be thameslink taking on the route,none
9786,@TLRailUK why did you allow the delayed PBO to leave FKB when the following now cancelled PBO pulled in to FKB you didn’t make any announcements for those passengers or give them enough time to get on the train and now a full train of passengers have to wait an hour. Shocking,station
3407,@LNER hi folks. I’m booked on your 0833 KGX to Leeds but not going to make it as my @TLRailUK train from Brighton is delayed en route. Your 0903 is cancelled so can I get on your 0933 instead? To whom to I Delay Repay for the hour’s delay if so? Thank you https://t.co/LExDOB7VBp,delays
6911,@TLRailUK OK cheers. I got a uber taxi. How do I prove it? Will a screenshot suffice or a copy of the e mail confirmation?,none
15770,@TLRailUK No. There is a 16:11 train from London Bridge to Bedford that hasn’t arrived. Can you tell me the next train from London Bridge to Flitwick please as there has been no announcements by your staff here at London Bridge. Thank you,station
3910,@RedhillRail @TLRailUK They had a lengthy recorded announcement at Earlswood this evening. Not even a mention that they have withdrawn our service entirely tomorrow.,station
14008,"To help ease passenger concerns, GTR, the team behind operating @SouthernRailUK, @TLRailUK, @GNRailUK & @GatwickExpress services, have shared their #Top10 tips for travelling on #trains, as #COVID19 travel restrictions start to ease bit.ly/3dsDgT2 https://t.co/7pLYgfuv9W",covid
222,#TLUpdates - Due to a speed restriction over defective track between Hatfield and Potters Bar trains have to run at reduced speed on the southbound line. London bound services are being delayed by up to 20 minutes ℹ️ Plan your journey below 👇 https://t.co/iYMraBkjSy,delays
11989,Don't wnay to wait at a ststion to collect your tickets? 🎟️ Look no further! You can buy your tickets online and usee tour phone or either just collect them at the station! Links below! Thameslink : https://t.co/k9D7ACOu1q lner: https://t.co/zl7zDb0T2k - not sponserd -,tickets/seat_reservations
3406,"@LNER Yes, we are on it, but many people without seats whilst four first class carriages are virtually empty. Thameslink use these when they need to double up, why not LNER?",none
12521,I was thinking to go to Brighton from London tomorrow. @TLRailUK Should I try taking one of your trains or would it be more reliable to walk or wait for a horse and carriage 🧐🧐🧐🧐 #Thameslink,delays
5644,@TLRailUK Delayed by what? Your own Thameslink services? Seems ridiculous how a couple of people being late for work messes up an ENTIRE mornings trains.,delays
6839,"@TLRailUK No that’s not it. I bought the one on Sunday from a machine at West Hampstead, to Luton Airport Parkway. I bought the one last night from the window at Luton Airport Parkway.",none
7715,@TLRailUK Usually the 17.36 from Redhill to Crawley - it never seems to have WiFi availability!,wifi
3981,@Sarah99Linc @TLRailUK They have to cancel trains to Keep the Figures looking good for first month of the year... it’s only a fault on figures if the train/s delayed HENCE so many Cancelled Trains this year from Twitter alone I think this year is a new record for trains cancelled Fcuking joke really!!,delays
1158,(Thameslink Update) 14:49 Sutton Surrey to St Albans City due 16:23 - 14:49 Sutton Surrey to St Albans City due 16:23 is being delayed at London Blackfriars and is now expected to be 30 minutes late.,delays
5436,@TLRailUK Any chance one of the many trains travelling through Norwood Junction could make an additional stop to pick up passengers? I would have thought this would be a very easy solution. TBH I’m not interested in delay repay - I want to get home on time and not delay my family’s dinner.,delays
7949,@TLRailUK Will the delayed 18:01 from London Bridge to Peterborough be stoppping at St Neots?,delays
6899,@TLRailUK Nothing is going to change anyway with train delays!,delays
3617,"@NetworkRailSE #TLUpdates - Services are continuing to run at reduced speeds on all lines between St Pancras International & London Blackfriars, due to a fault with the signalling systemYou may experience delays of up to 15 minutesℹ Full details & service updates👇thameslinkrailway.com/travel-informa…",delays
5707,"@TLRailUK Evening Guys, just so you are aware Unit 700111 is like a sweat box 🥵 There is no air conditioning in any carriage!",air conditioning
12226,Great work @TLRailUK. Trains cancelled and delayed all over the place and train that is delayed you move platform ar last minute making a dangerous crush on the stairs at #Luton,delays
2607,@AndyBraben @125_RailwayInfo @SayakaMaizono78 @TLRailUK They should change the cancelled message to “This has been cancelled due to a thameslink management operational incident. However because of this fault delay repay as well as your jobs(becuase you will be late) will not be available.”,delays
12232,HOW do you make commuters wait outside a station for so much longer than their actual journey #thameslink,delays
7947,@TLRailUK Will extra trains be added to the temporary timetable? My journey is getting busier each day. I have to change at ECR and have a 20 min wait. By the time the train arrives there are too many people to be able to socially distance.,delays
6813,"@TLRailUK No I've got a seat, I just don't know why I bothered to pay extra for it when other people have just wandered in on normal tickets and don't get any form of penalty because there's not ticket inspectors checking!",tickets/seat_reservations
14350,Yet again @TLRailUK 07.08 to Cambridge is delayed should keep a tally of how many times it actually runs to time!,delays
12652,"Just after a whole week of rail improvement Brighton-London, here I am again having to resort to a portable tripod seat.. improve the rail,improve the trains. What’s the point otherwise? Train is just ridiculously full from Preston Park onwards! @TLRailUK #wheresmyseat #trainfail https://t.co/P1WhajA2LK",seats
8071,@TLRailUK You've refused my delay repay claim on the grounds that my train was delayed less than 15 mins. HOW? The 1.5 hr journey took 3.5 hours = 2 hr delay. It spoilt the start of my holiday☹ You turned down my partner's claim for a different reason yet we got the same train?,delays
14959,⚠️#TLUpdates - Train services are subject to delays of up to 45 minutes due to the fault with the signalling system between Gatwick Airport and Redhill. Network Rail staff are on site and investigating. ℹ️Live service updates and ticket acceptance👇https://t.co/FEaTdylTcA,delays
3987,@Sarah99Linc Your train was delayed because the taxi booked tio take the driver to Dartford failed to turn up. @TLRailUK seem happy for their service to depend on the reliability of cab firms and road traffic conditions!,delays
10230,"@TramsLondon @TfL @SW_Help #TLUpdates - Some services will remain revised to call at different stations, diverted, or terminated before they reach the area. Please listen carefully to all announcements and check departure boards before you join your train. ℹ️👇 https://t.co/iYMraBkjSy",none
9029,@TLRailUK nice touch at Blackfriars station this morning. Reps handing out free biscuits and cookies AND a guide on delay repay claims after a horrendous journey 👏👏,delays
14935,"⚠️#TLUpdates - Services running from Bedford and Luton towards London may be subject to delay, alteration or cancellation following an earlier broken down freight train. ℹ️Service updates and live departures👉 https://t.co/WpXHrIjq34 https://t.co/6VSMUmynVA",delays
16253,@nationalrailenq @Se_Railway @TLRailUK surely you should have upgraded your computer systems from Windows XP!!!! The dreaded BSOD 😂 https://t.co/alX3NXnlDu,none
6902,@TLRailUK Now delays northbound. Delayed every time I use the service. Coincidence or just a #shambles,delays
876,(Thameslink Update) 06:04 Horsham to Bedford due 08:30 - 06:04 Horsham to Bedford due 08:30 has been delayed at St Albans City and is now 8 minutes late.,delays
6297,@TLRailUK I think the heating is now on....412034. But you have no doors on your trains and leave the external doors open too long at each stop.. The heating is like a knats fart. Plz fix. Ongoing complaints,hvac
1759,1012 Thameslink train to Cambridge: Delayed - plat 7 0954 Thameslink train to Peterborough: expected 1030 - plat 7 1031 Thameslink train to Letchworth: On time - plat 7 1033 Great Northern train to Moorgate: Cancelled,delays
7810,@TLRailUK What is your rubbish excuse for tonight's delays and cancellations?!?!? We should pay a lot less for this non-existant service of yours!!!!,delays
12051,Every morning on the @TLRailUK service I get coming from RAI heading to LTN the on board CIS screens restart and display the full calling plan rather than being based on current location. They often go blank for long periods also. Anyone else notice this?,announcements
3894,@RealFabe @Northern_Travel Having travelled on Thameslink and the new GWR intercity with no cafe bar I have decided I like Pacers!The seats have cushions,train_general
7794,@TLRailUK What are you going to do beyond delay repay...as I said this is not acceptable in these circumstances.,delays
5029,"@TLRailUK @StPancrasInt Hi, it was the service from St Pancras to Orpington I think, departed around 17.18. The screens on the train I had to get back to st Pancras weren't working either, but I was too panicked to notice what service that was!",announcements
13484,Thameslink Bedford-Brighton line is totally down this morning...I guess? There’s no announcement about it from Thameslink online and I only found out when I had already traveled across London to St Pancras at 7am on Sunday. People have lives @TLRailUK @tlupdates,delays
16528,Hey @TLRailUK @GNRailUK thank you for adding ARL to the 17:46 from FPK. I’m finally on it after the power failure nightmare. Despite the complaints on here and some irate passengers on the platform your staff at FPK made a load of announcements which I found helpful.,delays
1073,(Thameslink Update) 11:43 Three Bridges to Bedford due 13:52 - 11:43 Three Bridges to Bedford due 13:52 has been delayed at Luton and is now 12 minutes late.,delays
4560,@TLRailUK 18:18 London Bridge to Rainham - how many more delays can there surely be?,delays
3363,@KaneCheshire @TLRailUK You regularly wait in the tunnel for 16 minutes?? I doubt that very much. Sometimes there’s a delay whilst trains from Peterborough or Cambridge come out of the Canal Tunnels but you’ll find that this is usually factored into the timing for your journey.,delays
11704,"Another day, another delay @TLRailUK think your staff should start walking down the train and giving out “sorry I’m late” letters we can give in to our managers.",delays
12564,"Improved communication during disruption. If you've reinstated a cancelled train @TLRailUK maybe update the screens, the 1315 from LBG picked up a lot of people, especially as it wasn't running...",service
15112,@SteveWhiteRail @TLRailUK @SouthernRailUK @GNRailUK @networkrail Sorry pal but the screen shot above changes. I've just looked at Southern real time arrivals.  You again provide false predictions of arrivals claiming these as fact. Just tell the truth. Just accept your published figures are loaded against penalties and delay repay.,tickets/seat_reservations
6358,@TLRailUK I wonder if you might let me know where to level my expectations...will I have to resubmit my claim 4 times again as per claim from early Jan or will you actually sort your system out so it recognises your delayed services?? @scullyp @transportgovuk @AJonesMP https://t.co/XUWbFl6eab,delays
9561,"@TLRailUK waiting on 7.16 Baldock to Cambridge fast train,cancelled due to no driver,7 26 you say,that's no cancelled due to a train fault nearly an hour before the next ""packed ""service comes,if it comes.really important meeting this morning,not very professional is it!",delays
13060,Rail firm Govia Thameslink faces hefty fine after man died leaning out of train window https://t.co/wYYYYAl0pi,none
